UserId;PermissionId
1;1
1;2
1;3
1;4
1;5
1;6
1;7
2;1
2;2
2;3
2;4
2;6
2;7
1;8
1;2193
1;4659
1;2642
1;4502
1;6795
1;6792
1;4496
1;4692
1;5148
1;4657
1;3154
1;5769
1;7835
1;8078
1;2106
1;1123
1;7422
1;7680
1;969
2;5785
2;4488
4;4520
4;4519
4;7004
4;7001
4;5785
4;4488
4;2945
4;5659
4;5648
4;4341
4;4926
4;5668
4;1604
4;1190
4;143
4;1600
4;1583
4;1592
4;1597
4;1588
4;1591
4;1580
4;1385
4;7910
4;1594
4;1603
5;4520
5;4519
5;5734
5;5040
5;3861
5;5785
5;4488
5;2913
5;3015
5;5659
5;2911
5;2880
5;4648
5;2874
5;4890
5;4509
5;4507
5;4508
5;5740
5;5727
5;4492
5;1598
5;1582
5;1604
5;1600
5;7369
5;1590
5;7857
5;1584
5;8292
5;1602
5;8294
5;1959
5;1588
5;1580
5;1594
5;1596
5;9719
6;5734
6;5040
6;3861
6;5785
6;4488
6;3255
6;2892
6;1598
6;1626
6;1592
6;1584
6;1603
6;8292
6;8294
6;1580
6;1601
7;5785
7;4488
7;3015
7;5239
7;5668
7;3653
7;4509
7;4507
7;4508
7;4498
7;4501
7;2193
7;5733
7;4660
7;4692
7;6785
7;3275
7;5769
7;7422
7;7680
7;969
7;1216
7;2101
7;2184
7;2189
7;5921
12;4520
12;4519
12;7004
12;7001
12;3861
12;5785
12;4488
12;3015
12;5643
12;5239
12;5111
12;4557
12;4556
12;4542
12;4544
12;4733
12;4731
12;4734
12;4666
12;5098
12;4705
12;5147
12;6856
12;4561
12;4555
12;4703
12;1598
12;1584
12;7231
12;1124
12;7225
12;7444
12;7680
12;968
12;969
12;7219
12;7280
12;2184
13;5040
13;3861
13;5785
13;4488
13;2895
13;3255
13;3418
13;3414
13;2908
13;2892
13;1598
13;1600
13;1586
13;1584
13;1603
13;8292
13;1581
13;1256
13;8294
13;1588
20;4520
20;4519
20;7004
20;7001
20;5734
20;5785
20;4488
20;4172
20;5659
20;1558
20;8144
20;1624
20;1878
20;1557
20;221
20;1130
20;1559
20;9157
20;9719
22;5785
22;4488
22;5643
22;4648
22;5621
22;5624
22;5650
22;5245
22;1075
22;215
22;7366
22;7560
22;9633
22;1173
22;7077
22;7639
22;2192
24;7004
24;7001
24;2945
24;5976
24;5097
24;5375
24;4361
24;5269
24;4344
24;6472
24;997
24;521
24;1074
24;8056
24;1072
24;10
24;2184
26;4520
26;4519
26;7004
26;7001
26;5785
26;4488
26;2945
26;5659
26;3646
26;3916
26;4321
26;4293
26;3647
26;4272
26;4270
26;4222
26;6998
26;249
26;1562
26;7956
26;1211
26;8144
26;1109
26;8120
26;520
26;1058
26;1787
26;1650
26;1212
26;1336
26;7424
26;248
26;2177
26;8173
26;7659
26;7733
26;7732
26;7423
26;1103
26;1257
26;2153
26;7702
26;7977
26;178
26;2179
26;2184
28;7004
28;7001
28;5785
28;4488
28;4321
28;4272
28;4270
28;1562
28;7120
28;1359
30;7004
30;7001
30;5040
30;5785
30;2945
30;5668
30;7910
34;4520
34;4519
34;5040
34;3861
34;5785
34;4488
34;2913
34;3587
34;5659
34;4341
34;3255
34;3418
34;3414
34;5662
34;1598
34;7651
34;1600
34;1583
34;1584
34;1587
34;1581
34;1588
34;1591
35;6122
35;7004
35;7001
35;5785
35;4488
35;5643
35;2763
35;5128
35;4157
35;2762
35;4168
35;2963
35;1114
35;1178
35;7910
35;2192
36;4520
36;4519
36;7004
36;7001
36;5734
36;3861
36;5785
36;4488
36;5659
36;8144
36;8292
36;1878
36;8294
36;2189
36;5921
37;4520
37;4519
37;5040
37;3861
37;2913
37;5659
37;3255
37;2769
37;1598
37;1604
37;1651
37;1558
37;8192
37;1626
37;1560
37;1586
37;1583
37;1592
37;1584
37;208
37;1603
37;8292
37;1625
37;1597
37;8294
37;1588
37;184
37;1591
37;1580
37;1601
37;1594
37;8184
37;9727
37;9719
41;4520
41;4519
41;5040
41;3861
41;2913
41;5659
41;3255
41;2769
41;1598
41;1604
41;1651
41;1558
41;8192
41;1626
41;1560
41;1586
41;1583
41;1592
41;1584
41;208
41;1603
41;8292
41;1625
41;1597
41;8294
41;1588
41;1591
41;1580
41;1129
41;1601
41;1594
41;8184
41;9719
44;5785
44;5643
44;5647
44;7910
49;7004
49;7001
49;5785
49;4488
49;4341
49;5668
49;8185
49;8737
49;8736
49;1784
49;2184
53;5040
53;3861
53;5785
53;4488
53;3255
53;4162
53;1598
53;1214
53;1600
53;1592
53;1584
53;1603
53;8292
53;8294
53;1580
54;4520
54;4519
54;3861
54;5785
54;5659
54;1598
54;1604
54;8185
54;1600
54;1583
54;1592
54;1584
54;1603
54;1941
54;1597
54;1589
54;1591
54;1580
54;1594
55;4520
55;4519
55;3861
55;2913
55;3015
55;5659
55;3414
55;1598
55;1604
55;1651
55;1558
55;8192
55;1626
55;1560
55;1586
55;1583
55;1592
55;1584
55;208
55;1603
55;1625
55;1597
55;1588
55;1591
55;1580
55;1601
55;1594
55;8184
55;9719
58;7004
58;7001
58;5785
58;4488
58;2913
58;4489
58;8185
58;1603
58;8292
58;8294
58;1588
58;1591
59;7004
59;7001
59;2963
59;2960
59;2968
59;2959
59;2974
59;2973
59;3968
59;2957
59;2954
59;2964
59;2955
59;2961
59;7642
63;2982
63;2294
63;2158
63;2192
66;4520
66;4519
66;7004
66;7001
66;5734
66;5040
66;3861
66;5785
66;4488
66;2913
66;3587
66;2945
66;5659
66;4341
66;5906
66;4648
66;5668
66;6602
66;8144
66;1624
66;1878
66;1557
66;221
66;1130
66;1559
66;8314
66;1129
66;9156
66;9157
66;1787
66;4569
66;2184
66;2189
66;5921
71;5785
71;4488
71;5668
71;8185
71;8736
72;7004
72;7001
72;5040
72;5785
72;4488
72;2913
72;2945
72;2603
72;2911
72;2880
72;5239
72;5668
72;4717
72;4667
72;4557
72;4666
72;4668
72;4818
72;5163
72;4548
72;4558
72;5164
72;4566
72;5240
72;4553
72;4549
72;4550
72;4546
72;8229
72;1787
72;415
72;1124
72;8262
72;8258
72;8227
72;8231
72;8241
72;8224
74;4520
74;4519
74;7004
74;7001
74;5734
74;5040
74;3861
74;5785
74;4488
74;2913
74;5659
74;8144
74;1624
74;1878
74;1557
74;221
74;1130
74;1559
75;4520
75;4519
75;7004
75;7001
75;5734
75;3861
75;5785
75;4488
75;4172
75;5659
75;8144
75;1624
75;1878
75;1557
75;221
75;1130
75;1559
75;1216
76;5785
76;4488
76;5643
76;4157
76;3653
76;5647
76;5131
76;1190
76;1124
